rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
100.32779852747254,2048,3,550,1,22.318681318681318,,,,,,,,,,,
98.78067162,4096,9,416,2,22.19,0.223828125,0.2,0.9998794794082642,10,0.020480037,0.0003,1295.8351718902588,-24.12695871591568,-0.058555282212910245,-0.006819248199462891,492.2946472167969
103.05549506999999,6144,15,384,3,23.06,0.246728515625,0.2,0.9997919797897339,20,0.023806993,0.0003,960.6844518661499,-24.12445584535599,-0.06609736515383702,-0.02989506721496582,427.2391357421875
103.05542167,8192,22,367,4,23.08,0.283154296875,0.2,0.9982715845108032,30,0.025809163,0.0003,928.0699295043945,-24.107156544923782,-0.07255002413876355,0.020978331565856934,382.6500549316406
112.21909621,10240,28,356,5,25.04,0.314501953125,0.2,0.9968673586845398,40,0.031002857,0.0003,862.0350389480591,-24.069617450237274,-0.07797195974853821,0.019176185131072998,381.9254150390625
110.22276407,12288,34,353,6,24.66,0.328857421875,0.2,0.9961738586425781,50,0.03255245,0.0003,921.9318349838256,-24.07043680548668,-0.0775252690189518,0.022639572620391846,430.1542053222656
117.54877493000002,14336,41,348,7,26.29,0.336669921875,0.2,0.9936943054199219,60,0.033264887,0.0003,836.7606367111206,-24.036106210947036,-0.07719124138529879,0.01810544729232788,404.3659973144531
116.17195492,16384,47,344,8,25.97,0.27490234375,0.2,0.9911852478981018,70,0.026546758,0.0003,928.6382022857666,-23.992220908403397,-0.07103076285275164,0.010389268398284912,466.6588439941406
125.41179537000002,18432,53,343,9,28.0,0.314013671875,0.2,0.989645779132843,80,0.03048281,0.0003,977.145417022705,-23.96219081878662,-0.07897788418049459,0.014924705028533936,516.4960327148438
130.52724047,20480,60,341,10,28.88,0.230078125,0.2,0.9888054132461548,90,0.022553088,0.0003,1001.9404640197754,-23.934082752466203,-0.0669739617354935,0.043829262256622314,560.3058471679688
