rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
96.90875078723404,2048,3,547,1,21.670212765957448,,,,,,,,,,,
95.39252422,4096,9,419,2,21.39,0.20595703125,0.2,0.9979298710823059,10,0.01761742,0.0003,1248.5422113418579,-24.10033138394356,-0.05826894830388483,-0.006549358367919922,457.05841064453125
102.62629282999998,6144,16,379,3,22.94,0.244287109375,0.2,0.9980926513671875,20,0.023530226,0.0003,842.4703851699829,-24.101569986343385,-0.06696574823290576,0.02459782361984253,381.9304504394531
99.24910441999998,8192,22,367,4,22.22,0.2748046875,0.2,0.9961639642715454,30,0.02539321,0.0003,920.9743453979493,-24.06843968629837,-0.07472726403502747,0.012484610080718994,436.992919921875
108.29590132000003,10240,28,360,5,24.23,0.334716796875,0.2,0.9951720833778381,40,0.031788364,0.0003,740.9063626289368,-24.04521763920784,-0.0833348594373092,0.019688427448272705,331.7576904296875
112.41923279999999,12288,34,353,6,24.78,0.343505859375,0.2,0.992742121219635,50,0.030966219,0.0003,813.6140802383422,-24.013170087337492,-0.0836500436445931,0.024418115615844727,431.591064453125
121.91653126000001,14336,41,347,7,26.94,0.330908203125,0.2,0.9900667667388916,60,0.02949925,0.0003,917.4873207092285,-23.970988595485686,-0.08408956012572162,0.0330965518951416,536.7974853515625
119.65527206,16384,47,345,8,26.3,0.275830078125,0.2,0.9881407618522644,70,0.025996555,0.0003,1055.2415294647217,-23.936197543144225,-0.07705537108995486,0.04611515998840332,401.2104187011719
117.87393176000002,18432,53,342,9,26.45,0.22412109375,0.2,0.9885929226875305,80,0.021810312,0.0003,930.8800720214844,-23.926858061552046,-0.07211184010957368,0.0783892273902893,400.2754821777344
128.36287510999998,20480,60,339,10,28.49,0.216455078125,0.2,0.9873248934745789,90,0.020911723,0.0003,812.3988615036011,-23.91361438035965,-0.07166806275490671,0.14541709423065186,418.90325927734375
