rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
101.37445882222222,2048,3,550,1,22.533333333333335,,,,,,,,,,,
105.71537656999998,4096,9,419,2,23.54,0.104638671875,0.2,1.0038176774978638,10,0.010388103,0.0003,1215.3266834259034,-24.16376676559448,-0.02067942448920803,0.0016383528709411621,494.56781005859375
106.88292559999998,6144,16,380,3,23.81,0.119921875,0.2,1.000656247138977,20,0.012485487,0.0003,1135.6289236068726,-24.158193957805633,-0.022940520450356418,-0.01783144474029541,471.4064025878906
112.5276648,8192,22,364,4,25.0,0.113916015625,0.2,0.9988753199577332,30,0.011421675,0.0003,948.6949098587036,-24.113282597064973,-0.02292393514071591,-0.004871010780334473,364.9051208496094
116.92497833999998,10240,28,354,5,25.92,0.110205078125,0.2,0.9973548650741577,40,0.011807848,0.0003,1013.6623273849488,-24.083169716596604,-0.022279332121252084,-0.001700282096862793,414.4417724609375
129.38068441000001,12288,35,348,6,28.69,0.162548828125,0.2,0.9956244230270386,50,0.015413896,0.0003,1025.9477464675904,-24.05766271352768,-0.028423758567078038,-0.0008469820022583008,388.2219543457031
140.68354495,14336,41,344,7,30.97,0.15126953125,0.2,0.9948697090148926,60,0.01614445,0.0003,1091.6647354125976,-24.04036021232605,-0.026962040382204577,-0.0004436969757080078,411.6262512207031
146.09468255,16384,47,342,8,32.06,0.191064453125,0.2,0.9910449981689453,70,0.01624807,0.0003,1305.788943862915,-23.98698381781578,-0.03214049208909273,-0.0002770423889160156,525.14013671875
152.31957577999998,18432,54,339,9,33.61,0.235546875,0.2,0.9891870021820068,80,0.03079348,0.0003,1235.82845287323,-23.934461450576784,-0.022623346850741653,-0.00013327598571777344,472.2704772949219
161.77130859,20480,60,336,10,36.05,0.11455078125,0.2,0.9883120059967041,90,0.012295409,0.0003,1354.6480857849122,-23.924508720636368,-0.025311204241006635,-0.00010657310485839844,684.75341796875
