rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
94.93546259375,2048,3,555,1,21.25,,,,,,,,,,,
106.41519018,4096,9,440,2,23.55,0.1240234375,0.2,1.0036433935165405,10,0.009447677,0.0003,983.8451585769653,-24.15813429951668,-0.0110387406864902,-0.002954244613647461,453.11871337890625
107.89213541999997,6144,15,397,3,24.1,0.1046875,0.2,0.999312698841095,20,0.009600928,0.0003,1222.5960845947266,-24.14235520362854,-0.01097204351099208,0.0002340078353881836,454.45159912109375
112.72956495000003,8192,21,380,4,25.25,0.1326171875,0.2,0.9973366856575012,30,0.011588849,0.0003,998.8103912353515,-24.08954623937607,-0.015113426832249388,8.374452590942383e-05,552.14501953125
122.97600154,10240,27,368,5,27.22,0.168994140625,0.2,0.9936128258705139,40,0.014250828,0.0003,977.90933303833,-24.033964437246322,-0.01781792737892829,4.118680953979492e-05,387.32562255859375
133.58065937,12288,33,362,6,29.56,0.164208984375,0.2,0.9954549074172974,50,0.012545588,0.0003,1176.29658203125,-24.02112359404564,-0.019705875744693912,1.9073486328125e-05,440.06219482421875
155.78408384,14336,39,361,7,34.66,0.151123046875,0.2,0.9989559054374695,60,0.012981228,0.0003,1323.4692459106445,-24.068226844072342,-0.01909701729309745,1.2516975402832031e-05,490.41229248046875
172.61798682,16384,45,358,8,37.88,0.17138671875,0.2,0.997279703617096,70,0.01785178,0.0003,1404.6862100601197,-24.081831735372543,-0.022566525057482068,1.1920928955078125e-05,720.1134643554688
192.60306353999997,18432,51,354,9,41.48,0.15888671875,0.2,0.994153618812561,80,0.014416743,0.0003,1586.9060539245606,-24.030184453725816,-0.019296459143515677,4.947185516357422e-06,800.8541259765625
215.32129468999995,20480,58,352,10,46.32,0.141162109375,0.2,0.9945915341377258,90,0.014333316,0.0003,1848.2181690216064,-24.01289403438568,-0.018665424779464958,4.172325134277344e-06,838.3717041015625
