rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
98.42809877419356,2048,3,550,1,21.978494623655912,,,,,,,,,,,
98.35559484000001,4096,9,419,2,22.04,0.22109375,0.2,1.0002145767211914,10,0.02001866,0.0003,1209.3093633651733,-24.11848384141922,-0.05721041363722179,-0.003615260124206543,435.6097106933594
108.73338622000001,6144,16,380,3,24.24,0.183740234375,0.2,1.0001040697097778,20,0.0185885,0.0003,1006.7009859085083,-24.117720711231232,-0.05422151106467936,-0.06613349914550781,341.837890625
106.96340954000001,8192,22,368,4,23.93,0.233203125,0.2,1.0021581649780273,30,0.020748861,0.0003,1005.8303400039673,-24.154671132564545,-0.06892594381060917,-0.0026541948318481445,430.74542236328125
106.2143561,10240,28,357,5,23.79,0.29453125,0.2,1.0021870136260986,40,0.027125537,0.0003,836.343828868866,-24.15655862689018,-0.07522154838079587,-0.002936124801635742,334.0419006347656
111.70129141,12288,34,353,6,25.03,0.34619140625,0.2,0.9999530911445618,50,0.032935016,0.0003,839.7116423606873,-24.13797881603241,-0.0839523180417018,-0.0027691125869750977,356.7012939453125
116.78898453000002,14336,41,347,7,25.92,0.37080078125,0.2,0.9987227320671082,60,0.036868084,0.0003,851.6081300735474,-24.10458374619484,-0.08385455863608512,-0.004215717315673828,376.7748107910156
118.27452818999998,16384,47,343,8,26.0,0.34697265625,0.2,0.9943100214004517,70,0.03559105,0.0003,939.6217233657837,-24.057774364948273,-0.07603830109001138,-0.055263638496398926,500.9155578613281
121.82004245,18432,53,341,9,27.1,0.29921875,0.2,0.9914741516113281,80,0.021771265,0.0003,880.9191026687622,-23.988661146163942,-0.07812089750077575,9.709596633911133e-05,413.1285095214844
117.09342196000001,20480,60,339,10,26.24,0.167431640625,0.2,0.9909107089042664,90,0.016301591,0.0003,721.3936496734619,-23.9686177611351,-0.05893083336704876,0.24979805946350098,334.0107421875
