rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
100.03100939560437,2048,3,547,1,22.406593406593405,,,,,,,,,,,
98.56352705999998,4096,9,419,2,22.05,0.222509765625,0.2,0.9996612668037415,10,0.019996308,0.0003,1231.7190767288207,-24.122578221559525,-0.05402390185627155,-0.003176569938659668,468.66009521484375
107.14103767,6144,15,387,3,23.94,0.226025390625,0.2,0.998508095741272,20,0.021323897,0.0003,951.4579430580139,-24.10602781176567,-0.060502133856061846,0.011018335819244385,371.0061950683594
102.21994472,8192,22,369,4,22.7,0.238623046875,0.2,0.9959021210670471,30,0.022002915,0.0003,968.0194211959839,-24.068021738529204,-0.06590935787244234,0.01581740379333496,374.88360595703125
107.60539709999999,10240,28,361,5,24.11,0.321923828125,0.2,0.9956613183021545,40,0.028219946,0.0003,831.169737625122,-24.056409680843352,-0.07889594592270441,0.013170361518859863,290.8681945800781
111.12241384000001,12288,34,354,6,24.76,0.33173828125,0.2,0.9955738186836243,50,0.03222384,0.0003,802.754412651062,-24.067217683792116,-0.07902816823625472,0.01725369691848755,375.33734130859375
117.32296957,14336,41,349,7,25.99,0.347705078125,0.2,0.9936514496803284,60,0.03540803,0.0003,929.920103263855,-24.036036628484727,-0.08194210436777212,0.013786673545837402,366.5440368652344
123.67702527000002,16384,47,345,8,27.42,0.33916015625,0.2,0.9925047755241394,70,0.03354475,0.0003,935.8266801834106,-24.01695758700371,-0.07865932012500707,0.019514501094818115,474.62750244140625
122.78686893,18432,53,342,9,27.35,0.2677734375,0.2,0.9907610416412354,80,0.02365281,0.0003,958.3831497192383,-23.97461816072464,-0.07120062267640606,0.0274541974067688,453.8318176269531
119.70548973000001,20480,60,340,10,26.85,0.19306640625,0.2,0.990283727645874,90,0.018388286,0.0003,854.4890725135804,-23.957052290439606,-0.06338927818869707,0.07163494825363159,344.8847961425781
