rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
105.13685071264369,2048,3,545,1,23.471264367816094,,,,,,,,,,,
102.07686891000003,4096,9,418,2,22.74,0.222998046875,0.2,0.9997875094413757,10,0.018827204,0.0003,1635.835205078125,-24.122488510608672,-0.057081641780678184,-0.001073598861694336,724.47119140625
98.35493584,6144,16,378,3,22.0,0.164208984375,0.2,0.9974072575569153,20,0.014831232,0.0003,1481.9854530334474,-24.089904737472533,-0.05749485365813598,-0.012471318244934082,696.908935546875
108.77390745999998,8192,22,363,4,24.14,0.130029296875,0.2,0.998429000377655,30,0.012994286,0.0003,1383.930061531067,-24.089128774404525,-0.05248951288522221,-0.03358173370361328,689.7445068359375
110.11494579000001,10240,28,354,5,24.41,0.087353515625,0.2,0.9977017641067505,40,0.010605445,0.0003,1500.9279537200928,-24.089052867889404,-0.04503867524326779,-0.07273232936859131,642.4608154296875
107.51689412999998,12288,34,351,6,24.0,0.07978515625,0.2,0.9979778528213501,50,0.010150968,0.0003,1425.798197555542,-24.085198110342027,-0.042647462146123874,-0.1203923225402832,521.065185546875
113.44950935000001,14336,41,347,7,25.33,0.08095703125,0.2,0.998018741607666,60,0.010743907,0.0003,1257.1242197036743,-24.088165575265883,-0.044957039749715474,-0.210601806640625,460.95953369140625
117.05119578,16384,47,343,8,25.85,0.06923828125,0.2,0.9983521699905396,70,0.010214383,0.0003,1193.7535121917724,-24.0889573931694,-0.04130501865001861,-0.08803689479827881,511.0683288574219
117.06737652000001,18432,53,341,9,26.01,0.0830078125,0.2,0.996791422367096,80,0.010827309,0.0003,1177.359815979004,-24.081350684165955,-0.04267362497339491,-0.054904818534851074,562.6358032226562
114.84554108000002,20480,60,340,10,25.51,0.10947265625,0.2,0.9952022433280945,90,0.012811187,0.0003,1065.0819885253907,-24.053569746017455,-0.048821162706008184,-0.0001671314239501953,508.5167541503906
