rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
97.84220646808514,2048,3,542,1,21.72340425531915,,,,,,,,,,,
94.94142214,4096,9,420,2,21.21,0.2095703125,0.2,0.9999645352363586,10,0.01931403,0.0003,1281.997177696228,-24.118633115291594,-0.056149594916496424,-0.0032652616500854492,459.2960205078125
101.62722507999999,6144,16,379,3,22.79,0.250439453125,0.2,0.9976979494094849,20,0.024020383,0.0003,846.8284057617187,-24.101438528299333,-0.06762588093406521,0.0022200345993041992,336.44390869140625
104.25932173999998,8192,22,368,4,23.22,0.27431640625,0.2,0.9964494109153748,30,0.024974843,0.0003,878.4805080413819,-24.07175714969635,-0.07496038935205433,0.0019141435623168945,454.2869873046875
107.00703217999998,10240,28,356,5,23.77,0.325439453125,0.2,0.9938703179359436,40,0.028844343,0.0003,803.6061339378357,-24.036811715364458,-0.0829310204819194,0.001605987548828125,308.04974365234375
105.65139815999999,12288,34,353,6,23.51,0.312158203125,0.2,0.9916622042655945,50,0.02896893,0.0003,850.0464366912842,-23.995342320203783,-0.08172947393904906,0.011516213417053223,367.2511901855469
104.88725787999999,14336,40,350,7,23.53,0.2958984375,0.2,0.9906347990036011,60,0.024114933,0.0003,776.2264636993408,-23.969964343309403,-0.07996569036622532,0.019434809684753418,371.3277893066406
105.40463611999999,16384,47,346,8,23.53,0.232861328125,0.2,0.9899213314056396,70,0.020688018,0.0003,705.5005216598511,-23.951107585430144,-0.07083667808037716,0.05965167284011841,301.0877990722656
106.40972814000001,18432,53,343,9,23.84,0.16884765625,0.2,0.9880570769309998,80,0.016161127,0.0003,671.4253637313843,-23.928922986984254,-0.06385520783951507,0.14615792036056519,310.25823974609375
114.34985272999998,20480,59,342,10,25.43,0.152392578125,0.2,0.9876415133476257,90,0.016107984,0.0003,586.4395390510559,-23.914233493804932,-0.05841681446763687,0.3318137526512146,267.9783020019531
