rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss
112.53903,24.0,1677,96,0,4,,,,,,
101.4105205,21.75,202,174,0,8,73,-28.694211959838867,19.49015998840332,0.9778153896331787,0.0003,-0.635347843170166
101.28461708333334,21.833333333333332,129,262,2,12,161,-33.167205810546875,17.00473403930664,0.9517282843589783,0.0003,-1.4071075916290283
102.90534531249999,22.25,99,356,3,16,255,-37.11060333251953,9.986579895019531,0.9249266982078552,0.0003,-2.213895082473755
104.48774470000001,22.55,86,451,5,20,350,-39.7787971496582,10.718921661376953,0.8987687826156616,0.0003,-3.0145511627197266
101.97326183333332,22.0,81,528,6,24,427,-44.332035064697266,8.8991117477417,0.8782780170440674,0.0003,-3.6180338859558105
99.80199071428571,21.535714285714285,76,603,7,28,502,-48.065372467041016,7.739344596862793,0.8589245080947876,0.0003,-4.207358360290527
99.30061484375,21.4375,72,686,9,32,585,-51.838436126708984,12.640256881713867,0.8381367325782776,0.0003,-4.832708358764648
100.19105030555556,21.666666666666668,70,780,11,36,679,-52.91791534423828,12.768266677856445,0.8152703642845154,0.0003,-5.621607780456543
103.01455322500001,22.35,68,894,13,40,793,-57.69903564453125,15.469459533691406,0.7883409261703491,0.0003,-6.485379219055176
100.80668631818185,21.886363636363637,66,963,14,44,862,-59.225120544433594,15.75753116607666,0.7724002599716187,0.0003,-6.998470306396484
99.61790608333331,21.625,65,1038,15,48,937,-63.385807037353516,14.303033828735352,0.7554965019226074,0.0003,-7.58485221862793
98.47290638461536,21.365384615384617,65,1111,17,52,1010,-63.89470672607422,9.829120635986328,0.7394590973854065,0.0003,-8.084659576416016
98.07760471428571,21.267857142857142,64,1191,18,56,1090,-69.63119506835938,10.060997009277344,0.7223479151725769,0.0003,-8.770700454711914
97.83991251666667,21.2,63,1272,20,60,1171,-73.00335693359375,8.306783676147461,0.7053735852241516,0.0003,-9.213133811950684
98.25620589062498,21.265625,62,1361,21,64,1260,-75.30117797851562,9.924985885620117,0.687269926071167,0.0003,-9.914076805114746
103.60127605882352,22.323529411764707,62,1518,24,68,1417,-77.824462890625,13.988340377807617,0.6566349267959595,0.0003,-10.981817245483398
105.84572269444443,22.77777777777778,61,1640,26,72,1539,-81.4295883178711,13.001859664916992,0.633812427520752,0.0003,-11.780242919921875
111.21190855263158,23.855263157894736,60,1813,29,76,1712,-91.7314224243164,12.402990341186523,0.603065550327301,0.0003,-13.08894157409668
118.75668687500001,25.3875,60,2031,33,80,1930,-96.86654663085938,21.773794174194336,0.5665864944458008,0.0003,-14.088132858276367
122.10970189285715,26.154761904761905,60,2197,36,84,2096,-101.75856018066406,25.440093994140625,0.5403587222099304,0.0003,-15.278108596801758
128.67531229545455,27.579545454545453,60,2427,40,88,2326,-110.19107055664062,31.43410873413086,0.5063270330429077,0.0003,-16.233980178833008
138.15906810869564,29.532608695652176,59,2717,45,92,2616,-119.92996215820312,21.96392059326172,0.4673471450805664,0.0003,-17.4027099609375
144.86953489583334,30.895833333333332,59,2966,49,96,2865,-123.2496109008789,29.986154556274414,0.43677669763565063,0.0003,-18.362869262695312
148.23854913000002,31.56,59,3156,53,100,3055,-126.94450378417969,21.623559951782227,0.41479745507240295,0.0003,-19.635934829711914
153.48013511,32.7,59,3366,56,104,3265,-129.61416625976562,26.624956130981445,0.39159929752349854,0.0003,-20.152225494384766
160.09553371999996,33.98,59,3572,60,108,3471,-133.4029541015625,21.53622055053711,0.36983492970466614,0.0003,-21.35009002685547
168.39711909999997,35.61,58,3823,64,112,3722,-139.65826416015625,21.11882781982422,0.34495243430137634,0.0003,-22.837661743164062
175.67469483000005,37.0,58,4056,69,116,3955,-144.63430786132812,26.215803146362305,0.32346370816230774,0.0003,-23.672456741333008
182.19349145000004,38.26,58,4277,73,120,4176,-138.10382080078125,20.471878051757812,0.3044484853744507,0.0003,-23.717741012573242
195.33865644000002,40.9,58,4618,78,124,4517,-146.44863891601562,29.2310791015625,0.2774146795272827,0.0003,-24.38448715209961
204.99995292000003,42.78,58,4881,83,128,4780,-146.5646514892578,26.819990158081055,0.2585658133029938,0.0003,-24.692729949951172
217.64968975,45.32,58,5218,89,132,5117,-149.18508911132812,32.18757629394531,0.2363821417093277,0.0003,-26.198261260986328
223.58342813,46.64,58,5444,93,136,5343,-150.37051391601562,40.754310607910156,0.22243978083133698,0.0003,-26.983558654785156
231.60374072,48.23,58,5717,97,140,5616,-145.8434295654297,28.737911224365234,0.20647908747196198,0.0003,-25.64775848388672
239.82110450999997,49.85,58,5948,102,144,5847,-159.46551513671875,32.97021484375,0.19409361481666565,0.0003,-26.317546844482422
247.02694157999997,51.18,58,6156,105,148,6055,-164.7001953125,31.89198112487793,0.1836751401424408,0.0003,-27.865488052368164
256.55755852,52.99,58,6410,110,152,6309,-154.05950927734375,37.54498291015625,0.1718199998140335,0.0003,-27.26542854309082
264.04236325,54.4,58,6631,114,156,6530,-161.38389587402344,37.966896057128906,0.1622989922761917,0.0003,-27.836294174194336
272.14461517,55.89,57,6861,118,160,6760,-160.76425170898438,43.80238342285156,0.15312381088733673,0.0003,-26.38926124572754
281.08994891000003,57.63,57,7124,123,164,7023,-155.10098266601562,39.75511932373047,0.14326511323451996,0.0003,-26.879850387573242
285.41290518,58.45,57,7363,127,168,7262,-165.39927673339844,44.21376419067383,0.134760320186615,0.0003,-27.29615592956543
