rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss
109.910853,24.25,1605,97,0,4,,,,,,
106.281685875,23.0,124,184,1,8,83,-24.95659828186035,26.22151756286621,0.9755278825759888,0.0003,-0.6766257286071777
114.71882525,24.416666666666668,85,293,3,12,192,-29.627687454223633,34.04840850830078,0.9414336681365967,0.0003,-1.6866507530212402
111.96519112499999,23.9375,73,383,5,16,282,-33.001522064208984,21.49854850769043,0.9151307940483093,0.0003,-2.4673805236816406
111.05008995,23.8,69,476,6,20,375,-37.69036865234375,17.415489196777344,0.889241099357605,0.0003,-3.206806182861328
106.57531379166666,22.958333333333332,66,551,8,24,450,-39.948814392089844,26.433521270751953,0.86940997838974,0.0003,-3.6893835067749023
102.50732221428571,22.107142857142858,65,619,9,28,518,-43.09691619873047,16.32901954650879,0.852223813533783,0.0003,-4.174044609069824
100.08331924999999,21.59375,63,691,10,32,590,-48.095947265625,18.44805908203125,0.8345834612846375,0.0003,-4.658625602722168
99.32874655555554,21.444444444444443,62,772,12,36,671,-51.441444396972656,14.473000526428223,0.8151800632476807,0.0003,-5.356297492980957
97.74544705,21.1,62,844,13,40,743,-54.248756408691406,13.35029411315918,0.7980675101280212,0.0003,-6.057985305786133
96.4006470909091,20.818181818181817,61,916,14,44,815,-56.36382293701172,14.592121124267578,0.780962347984314,0.0003,-6.71307373046875
95.6331805625,20.645833333333332,61,991,16,48,890,-58.186431884765625,9.057836532592773,0.7633470296859741,0.0003,-7.370136260986328
94.92871994230768,20.5,60,1066,17,52,965,-58.165191650390625,14.263032913208008,0.745937168598175,0.0003,-8.168020248413086
95.14912603571429,20.517857142857142,60,1149,19,56,1048,-59.94116973876953,16.078535079956055,0.7270117402076721,0.0003,-8.811796188354492
96.07907638333334,20.733333333333334,59,1244,20,60,1143,-65.76824188232422,20.8182373046875,0.7061034440994263,0.0003,-9.6068696975708
96.55024853125,20.84375,59,1334,22,64,1233,-69.53816223144531,27.658967971801758,0.6869491934776306,0.0003,-10.323993682861328
97.35560017647059,21.014705882352942,59,1429,24,68,1328,-70.34175109863281,21.658584594726562,0.6674308180809021,0.0003,-10.99868392944336
98.38239244444445,21.23611111111111,59,1529,25,72,1428,-71.01036834716797,17.892597198486328,0.6477247476577759,0.0003,-11.80078411102295
97.7931075263158,21.105263157894736,58,1604,27,76,1503,-75.34403991699219,18.305723190307617,0.6334332823753357,0.0003,-12.209835052490234
99.58168047500001,21.475,58,1718,29,80,1617,-76.55976867675781,21.374347686767578,0.6124237775802612,0.0003,-13.183136940002441
100.02354552380952,21.571428571428573,58,1812,30,84,1711,-78.85509490966797,25.014436721801758,0.595610499382019,0.0003,-13.936023712158203
102.21673138636365,22.022727272727273,58,1938,33,88,1837,-81.95255279541016,22.187271118164062,0.5738232731819153,0.0003,-14.715373992919922
102.43230404347827,22.07608695652174,58,2031,34,92,1930,-84.91041564941406,22.409637451171875,0.5582931041717529,0.0003,-15.376434326171875
103.170180625,22.229166666666668,59,2134,36,96,2033,-86.52349853515625,27.432701110839844,0.5416359901428223,0.0003,-16.068756103515625
105.54997299,22.71,59,2271,38,100,2170,-91.27325439453125,45.71707534790039,0.5204874873161316,0.0003,-17.0640869140625
108.3484523,23.23,59,2420,40,104,2319,-88.20074462890625,38.4482536315918,0.49849411845207214,0.0003,-17.934415817260742
111.08632534999998,23.81,59,2565,43,108,2464,-97.20159912109375,41.14314270019531,0.47796595096588135,0.0003,-18.853408813476562
110.94724635,23.84,58,2677,45,112,2576,-91.51669311523438,44.893001556396484,0.462661474943161,0.0003,-19.578617095947266
113.49763912,24.34,58,2817,47,116,2716,-94.90302276611328,45.818992614746094,0.4442649483680725,0.0003,-20.5538387298584
115.40655578999997,24.75,58,2951,50,120,2850,-94.38795471191406,49.35295104980469,0.427410364151001,0.0003,-21.2513484954834
117.37729760999999,25.17,58,3068,52,124,2967,-99.64730834960938,41.5392951965332,0.413312166929245,0.0003,-21.625293731689453
121.48227471,26.02,58,3221,55,128,3120,-96.72566223144531,34.998374938964844,0.395736962556839,0.0003,-22.414968490600586
123.95142797,26.56,58,3347,57,132,3246,-94.7859115600586,38.22430419921875,0.38191676139831543,0.0003,-23.089496612548828
128.90105302,27.56,58,3528,60,136,3427,-98.29129791259766,38.477535247802734,0.36288103461265564,0.0003,-24.03353500366211
131.08831034000002,28.04,58,3648,62,140,3547,-100.74536895751953,31.481914520263672,0.3508445918560028,0.0003,-24.504098892211914
133.48401894,28.57,58,3773,64,144,3672,-102.34730529785156,36.996177673339844,0.33882787823677063,0.0003,-24.712100982666016
136.5776644,29.22,58,3913,67,148,3812,-104.56110382080078,49.35431671142578,0.3260272741317749,0.0003,-25.59714698791504
139.12065496000002,29.8,57,4046,69,152,3945,-103.59849548339844,45.672119140625,0.3143354654312134,0.0003,-25.904949188232422
141.87105924000002,30.43,57,4192,72,156,4091,-103.59020233154297,52.079742431640625,0.3019086718559265,0.0003,-26.062416076660156
145.39423795000002,31.16,57,4360,75,160,4259,-99.76268005371094,47.89307403564453,0.288337767124176,0.0003,-27.059616088867188
152.09701343999998,32.51,57,4585,79,164,4484,-99.67366027832031,40.12202453613281,0.27101850509643555,0.0003,-26.845211029052734
157.51954156,33.63,57,4792,82,168,4691,-110.10230255126953,44.35979461669922,0.2561627924442291,0.0003,-28.6879825592041
163.59228210999999,34.73,57,5002,86,172,4901,-108.47840881347656,53.21098327636719,0.24195198714733124,0.0003,-28.11521339416504
171.77555409,36.43,57,5247,90,176,5146,-109.78669738769531,57.924110412597656,0.22659531235694885,0.0003,-29.030067443847656
181.13688057,38.43,58,5561,95,180,5460,-109.06282043457031,66.80763244628906,0.20845657587051392,0.0003,-28.807876586914062
187.91332099,39.8,58,5792,99,184,5691,-106.02743530273438,56.0508918762207,0.19605684280395508,0.0003,-29.674663543701172
191.86067979000003,40.71,58,6009,103,188,5908,-109.45528411865234,59.69701385498047,0.18497194349765778,0.0003,-29.769100189208984
199.43442714,42.2,59,6251,105,192,6150,-112.45576477050781,77.41473388671875,0.1732839047908783,0.0003,-30.472915649414062
207.01138957000003,43.92,59,6526,110,196,6425,-115.75016021728516,66.31434631347656,0.16126418113708496,0.0003,-29.550186157226562
213.91782223000007,45.4,59,6811,115,200,6710,-110.26258087158203,62.66440963745117,0.14988552033901215,0.0003,-29.11431121826172
217.86574448,46.3,58,7050,119,204,6949,-115.13987731933594,66.94166564941406,0.14116348326206207,0.0003,-29.59914779663086
223.26663849999997,47.52,58,7317,124,208,7216,-116.7295150756836,47.54631805419922,0.1320113241672516,0.0003,-27.14542007446289
232.28772302,49.47,59,7624,128,212,7523,-115.42420959472656,45.157630920410156,0.12238265573978424,0.0003,-30.105850219726562
238.94005645,50.77,59,7894,132,216,7793,-114.56472778320312,57.81877899169922,0.11450252681970596,0.0003,-27.757003784179688
245.52338291,52.23,59,8174,137,220,8073,-115.81861114501953,73.94302368164062,0.10707783699035645,0.0003,-27.18480682373047
255.97952302,54.37,59,8505,143,224,8404,-115.30342102050781,58.68492889404297,0.09884568303823471,0.0003,-25.511592864990234
261.28616242,55.47,59,8768,148,228,8667,-111.50149536132812,58.16178512573242,0.09270542114973068,0.0003,-26.68802261352539
268.44940059999993,56.86,59,9033,153,232,8932,-116.01715087890625,62.922462463378906,0.08689525723457336,0.0003,-25.89334487915039
273.03582611,57.86,59,9314,157,236,9213,-109.7671890258789,46.527244567871094,0.08112608641386032,0.0003,-27.653064727783203
282.6814756,59.9,59,9638,162,240,9537,-112.01193237304688,49.15955352783203,0.07493052631616592,0.0003,-26.023780822753906
286.94687719000007,60.75,59,9848,165,244,9747,-120.39994049072266,52.33706283569336,0.07124283909797668,0.0003,-22.28655242919922
293.8100851,62.08,59,10121,170,248,10020,-116.89156341552734,67.52735900878906,0.06676698476076126,0.0003,-21.849578857421875
302.84376236,63.71,59,10417,175,252,10316,-112.62676239013672,49.86097717285156,0.062439218163490295,0.0003,-21.121967315673828
306.96125821000004,64.62,59,10654,179,256,10553,-112.1822509765625,59.424678802490234,0.059316061437129974,0.0003,-18.382640838623047
311.85991906,65.56,59,10916,184,260,10815,-108.86044311523438,45.572914123535156,0.056299254298210144,0.0003,-13.984548568725586
315.24260651000003,66.26,59,11211,189,264,11110,-115.78408813476562,51.416114807128906,0.05320966988801956,0.0003,-16.32239532470703
318.86186342,66.81,59,11473,194,268,11372,-119.81664276123047,82.93843078613281,0.050680503249168396,0.0003,-11.027164459228516
322.69844074,67.6,58,11762,199,272,11661,-113.45465850830078,56.75274658203125,0.04832632839679718,0.0003,-12.385560989379883
325.09880920000006,67.93,58,12040,204,276,11939,-109.34544372558594,49.44180679321289,0.04639863967895508,0.0003,-5.974077224731445
324.71867754,67.75,58,12336,209,280,12235,-116.1120834350586,44.57569122314453,0.04471539705991745,0.0003,-5.661492824554443
326.83325528,68.15,58,12607,214,284,12506,-113.99336242675781,51.33206558227539,0.042936697602272034,0.0003,-10.534797668457031
332.94834817000003,69.36,58,12945,220,288,12844,-121.43965148925781,61.35947036743164,0.04125650227069855,0.0003,0.5035079717636108
334.12231203000005,69.58,58,13209,225,292,13108,-116.69775390625,44.6294059753418,0.04022892192006111,0.0003,-1.6587908267974854
335.91148990999994,69.8,58,13506,230,296,13405,-114.59828186035156,64.58898162841797,0.03933236747980118,0.0003,-0.8828979134559631
334.9713070999999,69.67,58,13778,235,300,13677,-118.04034423828125,52.33000564575195,0.03885308653116226,0.0003,0.04599350690841675
334.7824989,69.67,58,14017,239,304,13916,-115.4486083984375,60.05416488647461,0.03849043697118759,0.0003,1.44424569606781
341.81602569,70.87,58,14404,246,308,14303,-118.16639709472656,59.716453552246094,0.03764098882675171,0.0003,-5.005593776702881
