rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
100.25787321978021,2048,3,536,1,22.36263736263736,,,,,,,,,,,
99.45730216,4096,10,408,2,22.11,0.20927734375,0.2,0.9999251961708069,10,0.018881507,0.0003,1235.2040786743164,-24.119483041763306,-0.05079147899814416,-0.001512765884399414,515.1981811523438
107.40130537,6144,16,377,3,23.98,0.208154296875,0.2,0.998256266117096,20,0.019522708,0.0003,1011.1298784255981,-24.105250203609465,-0.05363838952034712,-0.042350053787231445,400.7085876464844
108.16304557,8192,22,361,4,24.11,0.235595703125,0.2,0.9969029426574707,30,0.021821365,0.0003,976.2434919357299,-24.080443209409715,-0.06129972665512469,-0.015408039093017578,336.9880065917969
112.97958924000001,10240,29,352,5,25.47,0.267919921875,0.2,0.9982666969299316,40,0.024036784,0.0003,952.2906867980957,-24.089909040927886,-0.06997158593148925,-0.011956930160522461,484.7900695800781
123.32242356,12288,35,349,6,27.42,0.2734375,0.2,0.9962806701660156,50,0.024769993,0.0003,928.5584577560425,-24.07929967045784,-0.06997611033730208,0.0025961995124816895,439.27203369140625
126.91399701,14336,41,344,7,28.08,0.318310546875,0.2,0.9972612857818604,60,0.029219255,0.0003,1028.5653842926026,-24.07766321897507,-0.07534613612806425,-4.220008850097656e-05,467.4351806640625
129.08699231999998,16384,47,341,8,28.51,0.3216796875,0.2,0.9943267703056335,70,0.027598992,0.0003,1030.374340248108,-24.0470150411129,-0.07761312356160488,0.005674123764038086,389.6903991699219
126.91163184000001,18432,54,339,9,28.11,0.272607421875,0.2,0.9946609139442444,80,0.021087747,0.0003,1011.5573600769043,-24.031108558177948,-0.076813413889613,0.017177879810333252,432.61749267578125
136.40644453,20480,60,337,10,30.46,0.1744140625,0.2,0.994094967842102,90,0.01690255,0.0003,694.156948852539,-24.022133815288544,-0.05634013656526804,0.3017337918281555,346.428955078125
