rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss
97.50597764893617,2048,3,551,1,21.69148936170213,,,,,,,,,,,
97.76115340999999,4096,9,420,2,22.1,0.194970703125,0.2,0.9972021579742432,10,0.018333826,0.0003,1249.7254373550415,-24.08225901722908,-0.05578581585141364,0.0014807581901550293,427.2662353515625
102.73804107,6144,16,381,3,22.99,0.244921875,0.2,0.9947536587715149,20,0.022459667,0.0003,884.6841583251953,-24.05340846776962,-0.06705572989303618,0.011646091938018799,366.5588684082031
103.27099830000002,8192,22,364,4,22.95,0.29912109375,0.2,0.9931158423423767,30,0.02640364,0.0003,863.5529720306397,-24.010470020771027,-0.07558891434455291,0.0018936991691589355,377.73748779296875
107.55691514999998,10240,28,354,5,24.03,0.342333984375,0.2,0.9916553497314453,40,0.02807317,0.0003,837.8230676651001,-23.992902791500093,-0.08398717593809124,0.001758873462677002,391.61248779296875
104.30919519000003,12288,35,348,6,23.35,0.293408203125,0.2,0.9927417635917664,50,0.025227007,0.0003,863.8108694076539,-23.994753259420396,-0.07700423488859087,0.009015679359436035,386.63482666015625
109.9287649,14336,41,344,7,24.71,0.277978515625,0.2,0.9924305081367493,60,0.023447167,0.0003,798.2953048706055,-24.001624017953873,-0.07786531596793793,0.02252119779586792,328.2264709472656
118.97879277,16384,47,342,8,26.36,0.253076171875,0.2,0.9922608733177185,70,0.022042878,0.0003,931.4381366729737,-23.991016167402268,-0.07160826369945425,0.03174632787704468,422.25274658203125
119.46455055999999,18432,54,339,9,26.39,0.2251953125,0.2,0.9896568059921265,80,0.020581216,0.0003,946.6930648803711,-23.96368490457535,-0.06822679684555624,0.04408150911331177,407.1689758300781
127.23556702,20480,60,337,10,28.16,0.2033203125,0.2,0.9890183806419373,90,0.018522376,0.0003,1050.2673425674438,-23.93778990507126,-0.06685921916214284,0.06099236011505127,515.6211547851562
